x,y,z,type
182.56205945448966,402.4517315353969,0.0,other
-508.21330064357954,314.49586270303394,0.0,other
47.8394115844315,-622.5559301256512,0.0,other
124.63990193073863,-578.7925222188171,0.0,other
220.74777811829614,-259.1480232914496,0.0,other
-67.14679742568191,-512.2893043211768,0.0,other
-661.3852283174992,-16.304014710389183,0.0,other
470.02758197977323,281.02972724486676,0.0,other
489.3349678210236,49.77015016855658,0.0,other
-335.304934109715,523.8737358259269,0.0,other
86.45418326693222,-512.2893043211768,0.0,other
585.0137909898865,435.4888139748698,0.0,other
-585.0137909898865,-192.64480539380935,0.0,other
-220.74777811829603,-556.4817652467054,0.0,other
-316.4266012871591,-435.0597609561753,0.0,other
201.44039227704573,-424.33343548881396,0.0,other
-585.0137909898865,-148.45234446828073,0.0,other
-67.14679742568191,-556.4817652467054,0.0,other
67.14679742568191,314.06680968433955,0.0,other
-508.21330064357954,247.99264480539378,0.0,other
-182.13300643579532,545.755439779344,0.0,other
470.02758197977323,236.83726631933803,0.0,other
240.05516395954658,391.2963530493412,0.0,other
-373.9197057922157,501.56297885381537,0.0,other
-527.0916334661355,38.614771682500816,0.0,other
162.82562059454494,-534.6000612932885,0.0,other
124.63990193073863,-358.2592706098682,0.0,other
393.2270916334662,-314.06680968433955,0.0,other
201.44039227704573,302.9114311982837,0.0,other
-603.8921238124426,-5.148636224333416,0.0,other
86.45418326693222,-490.4076003677597,0.0,other
354.61231995096534,-380.14097456328534,0.0,other
-488.90591480232916,16.7330677290837,0.0,other
163.25467361323945,523.4446828072325,0.0,other
450.72019613852274,-148.88139748697512,0.0,other
-86.45418326693232,-457.37051792828686,0.0,other
-316.4266012871591,49.77015016855658,0.0,other
105.76156910818264,292.1851057309225,0.0,other
-546.3990193073859,-16.304014710389183,0.0,other
258.93349678210234,27.45939319644495,0.0,other
-469.5985289610787,292.1851057309225,0.0,other
-488.90591480232916,-137.72601900091936,0.0,other
-316.4266012871591,115.84431504750235,0.0,other
508.21330064357954,-137.72601900091936,0.0,other
-335.73398712840947,-5.577689243027933,0.0,other
182.13300643579532,292.1851057309225,0.0,other
124.63990193073863,-292.1851057309225,0.0,other
-603.8921238124426,193.0738584125038,0.0,other
-565.7064051486361,-424.33343548881396,0.0,other
239.62611094085196,-269.8743487588109,0.0,other
-469.5985289610787,5.577689243027933,0.0,other
-642.5068954949433,-181.4894269077536,0.0,other
-220.74777811829603,-424.33343548881396,0.0,other
-680.6926141587496,-181.4894269077536,0.0,other
-527.52068648483,-446.2151394422311,0.0,other
373.9197057922157,-126.57064051486361,0.0,other
-258.93349678210234,-424.33343548881396,0.0,other
-105.33251608948821,126.99969353355812,0.0,other
-28.961078761875612,-402.0226785167024,0.0,other
354.61231995096534,-292.1851057309225,0.0,other
-277.81182960465827,270.3034017775053,0.0,other
355.04137296965973,82.80723260802947,0.0,other
239.62611094085196,38.614771682500816,0.0,other
163.25467361323945,457.370517928287,0.0,other
508.21330064357954,82.80723260802947,0.0,other
316.426601287159,-336.37756665645117,0.0,other
316.426601287159,170.76310144039223,0.0,other
-297.11921544590865,170.76310144039223,0.0,other
67.14679742568191,292.1851057309225,0.0,other
-412.10542445602215,-203.8001838798652,0.0,other
-143.94728777198895,-380.14097456328534,0.0,other
86.45418326693222,391.2963530493412,0.0,other
9.653692920625105,-446.2151394422311,0.0,other
412.5344774747166,-193.0738584125039,0.0,other
67.14679742568191,424.33343548881396,0.0,other
162.82562059454494,-424.33343548881396,0.0,other
316.426601287159,214.9555623659209,0.0,other
105.33251608948821,-347.10389212381244,0.0,other
489.3349678210236,446.2151394422311,0.0,other
-680.6926141587496,-49.341097149862065,0.0,other
-86.45418326693232,-391.29635304934106,0.0,other
220.74777811829614,-302.9114311982838,0.0,other
-680.6926141587496,60.92552865461235,0.0,other
-335.73398712840947,-512.2893043211768,0.0,other
316.426601287159,-93.53355807539072,0.0,other
-623.1995096536929,-258.71897027275514,0.0,other
163.25467361323945,479.68127490039825,0.0,other
-258.93349678210234,391.2963530493412,0.0,other
-86.45418326693232,-479.252221881704,0.0,other
-527.52068648483,-203.8001838798652,0.0,other
-28.532025743181094,148.88139748697523,0.0,other
-623.1995096536929,-60.49647563591793,0.0,other
-277.81182960465827,490.4076003677597,0.0,other
-47.8394115844315,-611.8296046582899,0.0,other
201.44039227704573,-556.4817652467054,0.0,other
143.947287771989,-391.29635304934106,0.0,other
-488.90591480232916,-490.4076003677597,0.0,other
-335.304934109715,303.3404842169783,0.0,other
-297.11921544590865,391.2963530493412,0.0,other
-201.44039227704573,-545.3263867606498,0.0,other
278.2408826233527,-424.33343548881396,0.0,other
527.5206864848299,468.5258964143426,0.0,other
201.44039227704573,-27.45939319644495,0.0,other
-335.304934109715,281.02972724486676,0.0,other
488.90591480232916,-82.80723260802938,0.0,other
489.3349678210236,115.84431504750235,0.0,other
450.72019613852274,402.4517315353969,0.0,other
470.02758197977323,589.5188476861783,0.0,other
-565.7064051486361,16.7330677290837,0.0,other
182.13300643579532,181.91847992644801,0.0,other
67.14679742568191,203.80018387986513,0.0,other
-354.6123199509654,-391.29635304934106,0.0,other
28.961078761875513,-501.5629788538155,0.0,other
-86.45418326693232,-368.98559607722956,0.0,other
316.426601287159,-380.14097456328534,0.0,other
-239.62611094085196,181.91847992644801,0.0,other
67.14679742568191,269.8743487588109,0.0,other
-642.5068954949433,60.92552865461235,0.0,other
-258.93349678210234,60.92552865461235,0.0,other
220.74777811829614,-193.0738584125039,0.0,other
220.74777811829614,-457.37051792828686,0.0,other
-642.5068954949433,-93.53355807539072,0.0,other
-585.0137909898865,-82.37817958933495,0.0,other
-585.0137909898865,160.0367759730309,0.0,other
546.8280723260802,325.2221881703954,0.0,other
240.05516395954658,236.83726631933803,0.0,other
105.33251608948821,-567.6371437327613,0.0,other
-9.224639901930786,424.33343548881396,0.0,other
201.44039227704573,-49.77015016855658,0.0,other
-392.79803861477166,490.4076003677597,0.0,other
470.02758197977323,347.10389212381256,0.0,other
239.62611094085196,-181.91847992644801,0.0,other
-450.72019613852285,-181.4894269077536,0.0,other
566.1354581673306,446.2151394422311,0.0,other
-201.44039227704573,-126.57064051486361,0.0,other
-700.0,71.65185412197371,0.0,other
143.947287771989,314.06680968433955,0.0,other
67.14679742568191,-589.5188476861784,0.0,other
-297.11921544590865,-446.2151394422311,0.0,other
374.34875881091017,380.14097456328534,0.0,other
393.2270916334662,-402.4517315353969,0.0,other
316.426601287159,-5.577689243027933,0.0,other
355.04137296965973,633.711308611707,0.0,other
-47.8394115844315,380.14097456328534,0.0,other
335.73398712840935,-126.57064051486361,0.0,other
297.1192154459086,-281.02972724486665,0.0,other
546.8280723260802,368.9855960772296,0.0,other
-527.52068648483,-5.148636224333416,0.0,other
-661.3852283174992,160.0367759730309,0.0,other
-603.8921238124426,-137.72601900091936,0.0,other
393.2270916334662,16.304014710389183,0.0,other
-86.02513024823782,292.1851057309225,0.0,other
67.14679742568191,446.6441924609255,0.0,other
393.2270916334662,-292.1851057309225,0.0,other
-680.6926141587496,-5.148636224333416,0.0,other
182.13300643579532,-391.29635304934106,0.0,other
105.33251608948821,-523.4446828072327,0.0,other
450.72019613852274,-347.10389212381244,0.0,other
-623.1995096536929,-347.10389212381244,0.0,other
-603.8921238124426,171.19215445908668,0.0,other
182.13300643579532,-523.4446828072327,0.0,other
-585.0137909898865,49.77015016855658,0.0,other
431.4128102972726,-203.8001838798652,0.0,other
-297.11921544590865,479.68127490039825,0.0,other
297.54826846460315,402.4517315353969,0.0,other
-450.72019613852285,82.80723260802947,0.0,other
163.25467361323945,-71.65185412197371,0.0,other
9.653692920625105,-380.14097456328534,0.0,other
-28.961078761875612,-578.3634692001226,0.0,other
-431.4128102972725,468.5258964143426,0.0,other
124.63990193073863,-446.2151394422311,0.0,other
-585.0137909898865,5.577689243027933,0.0,other
-450.72019613852285,-27.45939319644495,0.0,other
-623.1995096536929,-126.57064051486361,0.0,other
373.9197057922157,-236.83726631933808,0.0,other
470.02758197977323,325.2221881703954,0.0,other
-508.21330064357954,27.888446215139467,0.0,other
373.9197057922157,-104.6889365614465,0.0,other
182.56205945448966,424.33343548881396,0.0,other
-47.8394115844315,468.5258964143426,0.0,other
354.61231995096534,-269.8743487588109,0.0,other
373.9197057922157,226.1109408519767,0.0,other
-297.11921544590865,38.614771682500816,0.0,other
-603.8921238124426,-247.99264480539378,0.0,other
316.426601287159,38.614771682500816,0.0,other
162.82562059454494,-468.5258964143426,0.0,other
-86.02513024823782,137.72601900091945,0.0,other
-623.1995096536929,204.22923689855955,0.0,other
-469.5985289610787,49.77015016855658,0.0,other
-201.44039227704573,137.72601900091945,0.0,other
-585.0137909898865,-324.7931351517009,0.0,other
-527.52068648483,-380.14097456328534,0.0,other
-565.7064051486361,325.2221881703954,0.0,other
-508.21330064357954,-368.98559607722956,0.0,other
-86.02513024823782,270.3034017775053,0.0,other
105.76156910818264,269.8743487588109,0.0,other
-700.0,-104.6889365614465,0.0,other
67.14679742568191,-611.8296046582899,0.0,other
297.54826846460315,600.6742261722341,0.0,other
-47.8394115844315,247.99264480539378,0.0,other
220.31872509960152,-567.6371437327613,0.0,other
143.947287771989,-413.17805700275824,0.0,other
-67.14679742568191,-600.6742261722341,0.0,other
-642.5068954949433,-203.8001838798652,0.0,other
-354.6123199509654,-413.17805700275824,0.0,other
201.44039227704573,501.56297885381537,0.0,other
9.653692920625105,-534.6000612932885,0.0,other
239.62611094085196,-358.2592706098682,0.0,other
431.4128102972726,-226.11094085197675,0.0,other
-277.81182960465827,247.99264480539378,0.0,other
335.73398712840935,-347.10389212381244,0.0,other
-9.653692920625204,-523.4446828072327,0.0,other
-220.74777811829603,-512.2893043211768,0.0,other
-469.5985289610787,-16.304014710389183,0.0,other
-316.4266012871591,-413.17805700275824,0.0,other
201.44039227704573,391.2963530493412,0.0,other
143.947287771989,446.2151394422311,0.0,other
-220.31872509960164,104.68893656144658,0.0,other
-508.21330064357954,358.25927060986817,0.0,other
-124.63990193073863,446.6441924609255,0.0,other
-86.02513024823782,-126.57064051486361,0.0,other
9.653692920625105,303.3404842169783,0.0,other
-124.63990193073863,-501.5629788538155,0.0,other
240.05516395954658,170.76310144039223,0.0,other
297.1192154459086,-82.80723260802938,0.0,other
239.62611094085196,-512.2893043211768,0.0,other
508.21330064357954,435.4888139748698,0.0,other
450.72019613852274,-82.80723260802938,0.0,other
393.2270916334662,-181.91847992644801,0.0,other
-488.90591480232916,-5.148636224333416,0.0,other
-450.72019613852285,413.60711002145274,0.0,other
182.13300643579532,-479.252221881704,0.0,other
182.13300643579532,-567.6371437327613,0.0,other
-373.9197057922157,-556.4817652467054,0.0,other
201.44039227704573,-314.06680968433955,0.0,other
-450.72019613852285,-71.65185412197371,0.0,other
450.72019613852274,468.5258964143426,0.0,other
316.426601287159,-115.84431504750225,0.0,other
182.13300643579532,-589.5188476861784,0.0,other
-527.52068648483,-314.06680968433955,0.0,other
450.72019613852274,226.1109408519767,0.0,other
-373.9197057922157,369.41464909592406,0.0,other
-393.2270916334662,204.22923689855955,0.0,other
527.5206864848299,380.14097456328534,0.0,other
9.653692920625105,-468.5258964143426,0.0,other
450.72019613852274,600.6742261722341,0.0,other
393.2270916334662,-5.577689243027933,0.0,other
220.74777811829614,358.25927060986817,0.0,other
105.76156910818264,336.3775666564511,0.0,other
143.947287771989,-545.7554397793441,0.0,other
-488.90591480232916,-115.41526202880783,0.0,other
86.45418326693222,-446.2151394422311,0.0,other
335.73398712840935,622.5559301256512,0.0,other
-278.2408826233527,-391.29635304934106,0.0,other
-316.4266012871591,-523.4446828072327,0.0,other
-220.31872509960164,523.4446828072325,0.0,other
-623.1995096536929,93.96261109408523,0.0,other
450.72019613852274,622.5559301256512,0.0,other
67.14679742568191,-501.5629788538155,0.0,other
-124.63990193073863,292.1851057309225,0.0,other
-220.74777811829603,-600.6742261722341,0.0,other
-201.44039227704573,247.99264480539378,0.0,other
-527.52068648483,-269.8743487588109,0.0,other
105.33251608948821,-501.5629788538155,0.0,other
393.2270916334662,611.8296046582898,0.0,other
-277.81182960465827,424.33343548881396,0.0,other
566.1354581673306,424.33343548881396,0.0,other
450.72019613852274,-104.6889365614465,0.0,other
-67.14679742568191,-534.6000612932885,0.0,other
585.0137909898865,457.370517928287,0.0,other
-469.5985289610787,-60.49647563591793,0.0,other
-220.31872509960164,479.68127490039825,0.0,other
-105.33251608948821,-600.6742261722341,0.0,other
-297.11921544590865,148.88139748697523,0.0,other
-661.3852283174992,247.99264480539378,0.0,other
297.54826846460315,247.99264480539378,0.0,other
-527.52068648483,-159.6077229543365,0.0,other
-297.11921544590865,-358.2592706098682,0.0,other
450.72019613852274,-193.0738584125039,0.0,other
335.73398712840935,-435.48881397486974,0.0,other
335.73398712840935,-148.88139748697512,0.0,other
143.947287771989,269.8743487588109,0.0,other
278.2408826233527,369.41464909592406,0.0,other
28.961078761875513,380.14097456328534,0.0,other
124.63990193073863,-468.5258964143426,0.0,other
316.426601287159,281.02972724486676,0.0,other
201.44039227704573,-402.4517315353969,0.0,other
-220.31872509960164,501.56297885381537,0.0,other
258.93349678210234,-391.29635304934106,0.0,other
-431.4128102972725,-501.13392583512103,0.0,other
-316.4266012871591,5.577689243027933,0.0,other
508.21330064357954,126.57064051486371,0.0,other
67.14679742568191,402.4517315353969,0.0,other
-105.33251608948821,237.26631933803242,0.0,other
-623.1995096536929,247.99264480539378,0.0,other
508.21330064357954,479.2522218817041,0.0,other
9.653692920625105,259.14802329144965,0.0,other
-9.653692920625204,-589.5188476861784,0.0,other
-105.33251608948821,-644.8666870977628,0.0,other
-373.9197057922157,-468.0968433956482,0.0,other
201.44039227704573,-446.2151394422311,0.0,other
470.02758197977323,-27.45939319644495,0.0,other
527.5206864848299,446.2151394422311,0.0,other
335.73398712840935,93.53355807539083,0.0,other
143.947287771989,402.4517315353969,0.0,other
124.63990193073863,-380.14097456328534,0.0,other
-47.8394115844315,-413.17805700275824,0.0,other
-105.33251608948821,170.76310144039223,0.0,other
-258.93349678210234,413.60711002145274,0.0,other
-431.4128102972725,-391.29635304934106,0.0,other
450.72019613852274,-16.7330677290837,0.0,other
297.54826846460315,71.65185412197371,0.0,other
-105.33251608948821,-402.0226785167024,0.0,other
-603.8921238124426,-115.41526202880783,0.0,other
297.1192154459086,-479.252221881704,0.0,other
-143.94728777198895,-600.6742261722341,0.0,other
431.4128102972726,-27.45939319644495,0.0,other
355.04137296965973,435.4888139748698,0.0,other
412.5344774747166,358.25927060986817,0.0,other
47.8394115844315,-358.2592706098682,0.0,other
-373.9197057922157,60.92552865461235,0.0,other
-642.5068954949433,16.7330677290837,0.0,other
-47.8394115844315,402.4517315353969,0.0,other
335.73398712840935,27.45939319644495,0.0,other
412.5344774747166,468.5258964143426,0.0,other
335.73398712840935,292.1851057309225,0.0,other
-412.10542445602215,237.26631933803242,0.0,other
-105.33251608948821,-49.341097149862065,0.0,other
-105.33251608948821,347.10389212381256,0.0,other
67.14679742568191,-281.02972724486665,0.0,other
201.44039227704573,126.57064051486371,0.0,other
-565.7064051486361,-71.65185412197371,0.0,other
355.04137296965973,611.8296046582898,0.0,other
162.82562059454494,-358.2592706098682,0.0,other
-393.2270916334662,181.91847992644801,0.0,other
105.33251608948821,-325.2221881703953,0.0,other
-373.9197057922157,16.7330677290837,0.0,other
316.426601287159,236.83726631933803,0.0,other
162.82562059454494,-556.4817652467054,0.0,other
412.5344774747166,446.2151394422311,0.0,other
-47.8394115844315,-435.48881397486974,0.0,other
-661.3852283174992,-236.83726631933808,0.0,other
86.45418326693222,435.4888139748698,0.0,other
-335.304934109715,501.56297885381537,0.0,other
220.74777811829614,115.84431504750235,0.0,other
-124.63990193073863,-633.7113086117071,0.0,other
-584.5847379711922,314.49586270303394,0.0,other
374.34875881091017,468.5258964143426,0.0,other
-469.5985289610787,71.65185412197371,0.0,other
-220.31872509960164,391.2963530493412,0.0,other
393.2270916334662,38.614771682500816,0.0,other
-488.90591480232916,-93.53355807539072,0.0,other
450.72019613852274,424.33343548881396,0.0,other
-469.5985289610787,-82.37817958933495,0.0,other
220.74777811829614,-391.29635304934106,0.0,other
143.947287771989,247.99264480539378,0.0,other
-297.11921544590865,-335.94851363775666,0.0,other
-469.5985289610787,-126.57064051486361,0.0,other
-488.90591480232916,435.4888139748698,0.0,other
48.26846460312592,281.02972724486676,0.0,other
-412.10542445602215,193.0738584125038,0.0,other
143.947287771989,424.33343548881396,0.0,other
-373.9197057922157,-402.0226785167024,0.0,other
-143.94728777198895,-622.5559301256512,0.0,other
-603.8921238124426,303.3404842169783,0.0,other
393.2270916334662,-380.14097456328534,0.0,other
86.45418326693222,214.9555623659209,0.0,other
-680.6926141587496,-71.65185412197371,0.0,other
-124.63990193073863,-567.6371437327613,0.0,other
470.02758197977323,-203.8001838798652,0.0,other
-335.304934109715,148.88139748697523,0.0,other
-508.21330064357954,5.577689243027933,0.0,other
-9.653692920625204,-391.29635304934106,0.0,other
-431.4128102972725,-236.83726631933808,0.0,other
-354.6123199509654,380.57002758197973,0.0,other
-297.11921544590865,435.4888139748698,0.0,other
-642.5068954949433,-49.341097149862065,0.0,other
354.61231995096534,-314.06680968433955,0.0,other
508.21330064357954,347.10389212381256,0.0,other
335.73398712840935,380.14097456328534,0.0,other
-258.93349678210234,-446.2151394422311,0.0,other
-278.2408826233527,-457.37051792828686,0.0,other
-86.45418326693232,-435.48881397486974,0.0,other
