x,y,z,type
56.679390687566986,-304.5982344281388,0.0,other
124.86470738483646,153.74104323990804,0.0,other
265.12122557759744,382.587441791697,0.0,other
-191.92016939611509,116.87601875146838,0.0,other
-392.3344468935307,-1.5952664597196728,0.0,other
255.19802294384561,324.59480804939835,0.0,other
-5.681463598159285,-475.66806939797203,0.0,other
232.85702390606207,-294.1900839182707,0.0,other
-292.85498861025104,112.26841179375299,0.0,other
-281.08997049709046,-164.23882200429813,0.0,other
47.285800656190425,-336.47680083497335,0.0,other
-244.5077820879943,-427.96966957175465,0.0,other
-327.50775133035455,-370.9153140996349,0.0,other
-476.89840601769464,-115.55224883445378,0.0,other
400.50821061656836,223.21589619901584,0.0,other
-45.406663962942936,482.9125125283174,0.0,other
-69.10565228150571,387.580738964207,0.0,other
50.80319850038616,437.7244008589507,0.0,other
-135.76319563695483,253.80256944690072,0.0,other
-295.61172945053676,-233.9447099938133,0.0,other
-28.371297012160746,-239.34602851973906,0.0,other
54.62592893637562,4.4784855688776295,0.0,other
-374.3297646518095,212.20220293075107,0.0,other
-304.1635030841717,-334.028216021061,0.0,other
240.13356995527388,-258.7404142624844,0.0,other
41.04104898089453,-494.44660777582607,0.0,other
108.33654171454441,-91.60218896137846,0.0,other
342.6379298747131,151.85452891918789,0.0,other
-209.6030437266619,-230.6635503665485,0.0,other
175.25159642732223,-98.40360033277791,0.0,other
9.056340080427994,-345.37938331313285,0.0,other
-139.4932868908252,-362.7679886557984,0.0,other
-370.294600978085,64.7642634087545,0.0,other
32.568810533589705,455.3880124478457,0.0,other
451.6978688510123,-82.0038422870365,0.0,other
-416.3604459655036,271.98887912651946,0.0,other
293.3422771605843,337.6467730163206,0.0,other
-126.58675920528883,-468.36746498799204,0.0,other
-166.37338618069234,158.06542792084196,0.0,other
320.7959375106896,-179.11951710899913,0.0,other
-284.9910544904531,-293.7798610173449,0.0,other
66.01479234565944,-17.189757669112623,0.0,other
-133.6495891196434,-143.38315254161367,0.0,other
57.545884209973266,-188.33476084838108,0.0,other
-191.82403294938865,275.6830581390701,0.0,other
229.2978255270473,-226.18398702957057,0.0,other
-306.9491828499919,-217.34795225151817,0.0,other
-226.75279044356634,338.5190068787057,0.0,other
182.51946269254842,370.1346158238604,0.0,other
211.33799314721975,-28.500871224184067,0.0,other
-370.52831095423096,-101.84051857664812,0.0,other
120.49004466634418,-335.1856377929469,0.0,other
253.10547419443313,225.0848334396002,0.0,other
-124.87540040532058,-43.11576311275863,0.0,other
-282.87523759342685,158.30550745750458,0.0,other
75.92194002473491,-465.4240437699846,0.0,other
264.85845815645035,303.46394749117746,0.0,other
181.00251861967968,-131.05805028754622,0.0,other
32.51117807144467,343.47401872720536,0.0,other
-319.7405686338404,153.6329892744753,0.0,other
44.26375785014708,-319.9274659260457,0.0,other
-394.8354638092149,-235.78139978626032,0.0,other
51.208527062860135,276.8651311770422,0.0,other
-291.13255925377734,376.44985319699055,0.0,other
448.59761120503236,112.64406730247055,0.0,other
-379.99058980490594,3.1028403827992834,0.0,other
426.6334979864737,-230.3596262133228,0.0,other
265.2316096944665,-202.9148883748782,0.0,other
350.6477939115295,306.36870104590656,0.0,other
